Study Num,Study Title (O),Authors (O),Journal (O),Volume (O),Issue (O),Pages (O),Project URL,Descriptors (O),Number of Authors (O),Number of Authors (R),1st author (O),"Citation Count, 1st author (O)",Institution 1st author (O),Senior author (O),"Citation count, senior author (O)",Institution senior author (O),1st author (R),"Citation count, 1st author (R)",Institution 1st author (R),Senior author (R),"Citation count, senior author (R)",Institution senior author (R),"Citation count, paper (O)",Unnamed: 24,"Institution prestige, 1st author (O)","Institution prestige, senior author (O)","Institution prestige, 1st author (R)","Institution prestige, senior author (R)",Number of Studies (O),Discipline (O),Number of research sites (O),Secondary data (O),Methodology expertise required (O),Opportunity for expectancy bias (O),Opportunity for lack of diligence (O),Surprising result (O),Exciting result (O),Internal conceptual replications (O),Successful conceptual replications (O),Internal direct replications (O),Successful direct replications (O),Feasibility (O),Status (R),Completion (R),Secondary (R),Contact Researcher (R),Study claim date (R),Analysis completion date (R),Coder's email (R),Replicated study number (R),Test statistic (O),N (O),Reported P-value (O),Calculated P-value (O),# Tails (O),Type of analysis (O),Type of effect (O),Description of effect (O),Effect size (O),Actual Power (O),80% power,90% power,95% power,Collect materials from authors,Planned Sample,Planned Power,Original Author's Assessment,OSC reviewer (O),Test statistic (R),N (R),P-value (R),Direction (R),# Tails (R),Type of analysis (R),Type of effect (R),Replicate (R),Power (R),Effect Size (R),OSC reviewer (R),Notes (R),Project audit complete (R),R check location (R),Degree (R),Year of highest degree (R),Current position (R),Domain expertise (R),Method expertise (R),Total publications (R),Peer-reviewed articles (R),Citations (R),Implementation quality (R),Data collection quality (R),Replication similarity (R),Differences (R),Effect similarity (R),Findings similarity (R),Difficulty of implimentation (R),Surprise of outcome (R),Dummy,Number of Research sites (R),Secondary data (R),Area of expertise (R),T_N..O.,T_Test.Statistic..O.,T_TestComparison..O.,T_df1..O.,T_df2..O.,T_Test.value..O.,T_p.comparison..O.,T_pval..O.,T_pval.recalc..O.,T_pval_USE..O.,T_sign..O.,T_r..O.,T_N..R.,T_Test.Statistic..R.,T_Test.Comparison..R.,T_df1..R.,T_df2..R.,T_Test.value..R.,T_p.comparison..R.,T_pval..R.,T_pval.recalc..R.,T_pval_USE..R.,T_sign..R.,T_r..R.,T_Comparison.effects..R.O.,Type of analysis (O).1,Type of analysis (R).1,Unnamed: 130,T_sign_O,T_sign_R,T_O_larger,T_N_O_for_tables,T_N_R_for_tables,Meta-analytic estimate (Fz),O within CI R,Meta-analysis significant
55.0,Left frontal cortical activation and spreading of alternatives Tests of the actionbased model of dissonance,"E Harmon-Jones, C Harmon-Jones, M Fearn, JD Sigelman, P Johnson",JPSP,94.0,1.0,15-Jan,https://osf.io/su6bm/,"Analysis of Variance, Attitude, Biofeedback, Psychology, Brain Mapping, Cognitive Dissonance, Decision Making, Female, Humans, Male, Models, Psychological, Prefrontal Cortex [physiology]",5.0,2.0,Harmon-Jones,12887.0,Texas A&M University,Harmon-Jones,12887.0,Texas A&M University,Gable,1296.0,University of Alabama,Gable,1296.0,University of Alabama,103.0,,3.45,3.45,2.91,2.91,2.0,Social,1.0,Collected themselves,Extreme expertise required,Slight opportunity for researcher expectations to influence results,Moderate opportunity for lack of diligence to affect the results,3.5,3.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,P Gable,7/25/14,1-10-2015,M Kidwell,2,"F(2, 54) = 3.19",57,<.05,,,RM ANOVA,interaction,"action-oriented mindset resulted in attitude changes from pre- to post-decision to both chosen and rejected alternatives, while the positive-nonaction and neutral mindsets only resulted in changes in the rejected alternative",__p^2 = 0.11,0.84,84,108,132,Complete,108.0,0.9,1,B Kleinberg,"F(2, 68) = .3",71.0,0.74,same,,RM ANOVA,interaction,no,0.7,__p^2 = 0.01,M van Assen,,1.0,https://osf.io/79ctv/,PhD or equivalent,2010.0,Assistant Professor (or equivalent),Moderate Expertise,High Expertise,38.0,32.0,1268.0,was of slightly lower quality than the original study,was slightly worse than the average study,Moderately similar,"One difference between the original and replication is that the replication needed to rely on multiple experimenters instead of a single experimenter. Based on personal communication with the original author, the original study was most likely conducted using a single female experimenter in order to reduce variance introduced by multiple experimenters. Because of the required sample size and time constraints of the replication project, it was necessary to use five female experimenters.",Moderately similar,Moderately similar,Extremely challenging,Results were moderately surprising,X,1.0,No data used was pre-existing,Social,57.0,F,is,2.0,54.0,3.19,<,0.05,0.049036287,0.049036287,,0.229852265,71.0,F,is,2.0,68.0,0.3,is,0.74,0.741793627,0.741793627,,0.066130007,,3x2x2 within participants ANOVA,ANOVA,,1.0,0.0,1.0,54.0,68.0,,1.0,
56.0,A social functional approach to emotions in bargaining when communicating anger pays and when it backfires,"E van Dijk, GA van Kleef, W Steinel, I van Beest",JPSP,94.0,4.0,600-14,https://osf.io/xtsq6/,"Adult, Anger, Communication, Deception, Dominance-Subordination, Emotions, Fear, Female, Goals, Humans, Interpersonal Relations, Male, Motivation, Negotiating, Power (Psychology), Rejection (Psychology)",4.0,2.0,van Dijk,4910.0,Leiden University,van Dijk,4910.0,Leiden University,Voracek,6853.0,University of Vienna,Voracek,6853.0,University of Vienna,97.0,,2.6,2.6,2.51,2.51,3.0,Social,1.0,Collected themselves,Moderate expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.0,3.67,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,A Slowik,10/13/14,1-11-2015,J Cohoon,3,"F(1, 99) = 16.62",103,<.0001,,,ANOVA,main effect,"when consequences of rejection are low, do participants make lower offers to angry recipients than happy ones?",__p^2 = 0.1433,,49,65,80,Complete,103.0,0.98,2,F Cheung,t(38) = -0.260,83.0,0.796,opposite,2.0,t-test,main effect,no,0.95,d=0.082,J Matacotta,,1.0,https://osf.io/cxwev/,PhD or equivalent,2003.0,Associate Professor (or equivalent),Moderate Expertise,Moderate Expertise,324.0,310.0,6714.0,was about the same quality as the original study,was about the same as the average study,Very similar,"The sample consisted mainly of students, who participated voluntarily (as in the original study). We conducted the study in Austria, so Materials were in German - not in Dutch. We were provided with an English version by the original author. In our replication only 4 participants, participated simultaneously. In the original study there were groups of 8 participants. Moreover we had dummy participants (a total of 13), who came in, if a participant who signed up wouldnÇt show up on time. We didnÇt have a lab with closed cubicles as in the original study (Cubicles didnÇt have a back door). In the original study participants typed their offer after the instruction was presented on the screen and additionally were asked to write their offer on a sheet of paper that allegedly was given to the connected participant. The original author suggested to drop this second step.",Not at all similar,Very similar,Somewhat challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Personality,103.0,F,is,1.0,99.0,16.62,<,0.0001,9.23e-05,9.23e-05,,0.379139495,83.0,t,is,1.0,38.0,-0.26,is,0.796,0.796267394,0.796267394,,-0.042140104,,ANOVA,t-test,,1.0,0.0,1.0,99.0,38.0,0.278127509,0.0,1.0
58.0,Walking on eggshells How expressing relationship insecurities perpetuates them,"EP Lemay, MS Clark",JPSP,95.0,2.0,420-41,https://osf.io/ke43j/,"Adult, Affect, Analysis of Variance, Female, Humans, Interpersonal Relations, Male, Models, Psychological, Object Attachment, Questionnaires, Rejection (Psychology), Self Concept, Sexual Partners [psychology], Social Desirability, Social Perception, Spouses [psychology]",2.0,1.0,Lemay,986.0,Yale University,Clark,12819.0,Yale University,Baranski,0.0,UC Riverside,Baranski,0.0,UC Riverside,40.0,,6.56,6.56,3.17,3.17,5.0,Social,1.0,Collected themselves,Strong expertise required,Moderate opportunity for researcher expectations to influence results,Strong opportunity for lack of diligence to affect the results,2.33,2.67,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,E Baranski,7/15/14,12/20/14,M Kidwell,5,"F(1, 182) = 5.24",186,<.05,,,RM ANOVA,interaction,"participants believed that the confederateÍs expressions were happier than their private feelings, more so in the vulnerable condition than in the control conditions",__p^2 = 0.028,,278,370,456,Complete,300.0,0.85,9,G Nilsonne,"F(1, 278) = .376",280.0,0.54,same,,RM ANOVA,interaction,no,0.86,__p^2 = .001,L Lazarevic,,1.0,https://osf.io/nhsdq/,Some graduate school,2011.0,PhD student,Slight Expertise,No Expertise,0.0,0.0,0.0,was about the same quality as the original study,was about the same as the average study,Extremely similar,none,Somewhat similar,Very similar,Very challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Personality,186.0,F,is,1.0,182.0,5.24,<,0.05,0.023221684,0.023221684,,0.167288593,280.0,F,is,1.0,278.0,0.376,is,0.54,0.540253118,0.540253118,,0.03675175,,ANOVA,repeated measures 2x2 ANOVA,,1.0,0.0,1.0,182.0,278.0,0.088976761,0.0,0.0
59.0,How the head liberates the heart Projection of communal responsiveness guides relationship promotion,"EP Lemay, MS Clark",JPSP,94.0,4.0,647-71,https://osf.io/h84qd/,"Adolescent, Adult, Communication, Data Collection, Female, Friends [psychology], Humans, Internet, Interpersonal Relations, Longitudinal Studies, Male, Marriage, Middle Aged, Projection, Questionnaires, Self Concept, Social Support, Spouses [psychology]",2.0,3.0,Lemay,986.0,Yale University,Clark,12819.0,Yale University,Marigold,409.0,University of Waterloo,Marigold,409.0,University of Waterloo,66.0,,6.56,6.56,2.98,2.98,5.0,Social,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,D Marigold,7/22/14,2/19/15,J Cohoon,5,b = .68,153,<.001,,2.0,multilevel model,regression,participants own responsiveness was a significant predictor of their perception of their partners' responsiveness,level 1 R2 = .68,,60,90,120,Complete,153.0,0.99,9,B Kleinberg,b=.70,216.0,0.0001,same,,multilevel model,regression,yes,0.99,b=.72,J Matacotta,,1.0,https://osf.io/wb4vd/,PhD or equivalent,2008.0,Assistant Professor (or equivalent),Some Expertise,Moderate Expertise,7.0,6.0,407.0,was about the same quality as the original study,was about the same as the average study,Extremely similar,Different sample. Ours was primarily psychology undergraduates.,Virtually identical,Extremely similar,Moderately challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Social,153.0,b,is,,,0.68,<,0.001,,,,,216.0,b,is,,,0.72,is,0.001,,,,,,multilevel model,multilevel model,,1.0,1.0,0.0,153.0,216.0,,,
61.0,Poignancy Mixed emotional experience in the face of meaningful endings,"H Ersner-Hershfield, JA Mikels, SJ Sullivan, LL Carstensen",JPSP,94.0,1.0,158-67,https://osf.io/sq8k9/,"Adult, Age Factors, Aged, Aging [psychology], Analysis of Variance, Emotions, Female, Human Development, Humans, Imagination, Male, United States",4.0,3.0,Ersner-Hershfield,919.0,Stanford University,Carstensen,21330.0,Stanford University,Talhelm,31.0,University of Virginia,Talhelm,31.0,University of Virginia,80.0,,6.54,6.54,4.36,4.36,2.0,Social,1.0,Collected themselves,Slight expertise required,Strong opportunity for researcher expectations to influence results,Strong opportunity for lack of diligence to affect the results,2.0,2.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,T Talhelm,1-1-2012,8-1-2014,T Talhelm,2,t(108) = -2.34,110,<.05,,2.0,independent-samples t-test,main effect,significant difference between the extent of mixed emotions reported by graduates reminded that they were experiencing their last day as students versus graduates who were not reminded.,d = .45,0.65,158,210,260,Complete,210.0,0.9,1,X,t(220) = 0.07,222.0,0.94,opposite,2.0,independent-samples t-test,main effect,no,0.99,d = -.01,W Vanpaemel,,1.0,https://osf.io/qedt9/,PhD or equivalent,2015.0,PhD student,Slight Expertise,Slight Expertise,9.0,7.0,165.0,was of slightly lower quality than the original study,was about the same as the average study,Very similar,"The biggest difference was that we approached graduating seniors BEFORE their graduation ceremony, whereas the original authors did so AFTER the ceremony. We did not discover this difference until afterwards.",Not at all similar,Not at all similar,Moderately challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Social,110.0,t,is,1.0,108.0,-2.34,<,0.05,0.021121432,0.021121432,,0.219666896,222.0,t,is,1.0,220.0,0.07,is,0.94,0.944257246,0.944257246,,-0.004719346,,independent-samples t-test,independent-samples t-test,,1.0,0.0,1.0,108.0,220.0,0.070123335,0.0,0.0
63.0,1f noise and effort on implicit measures of bias,J Correll,JPSP,94.0,1.0,48-59,https://osf.io/fejxb/,"African Americans, Behavioral Research [statistics & numerical data], Bias (Epidemiology), European Continental Ancestry Group [psychology], Fourier Analysis, Humans, Prejudice, Reaction Time, Regression Analysis, Stereotyping",1.0,1.0,Correll,2379.0,University of Chicago,Correll,2379.0,University of Chicago,LeBel,839.0,Western University,LeBel,839.0,Western University,42.0,,4.71,4.71,1.99,1.99,2.0,Social,1.0,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.5,4.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,E LeBel,1-1-2012,10/20/12,E LeBel,2,"F(1, 68) = 5.52",71,<.02,,,between ANOVA using planned orthogonal contrasts,contrast,participants instructed to use race and avoid race exhibited less 1/f noise (as reflected in PSD slopes) than participants in the control condition,d=.56,,126,168,207,Complete,144.0,0.85,1,M Brandt,"F(1,145) = .794",148.0,0.374,same,,between ANOVA using planned orthogonal contrasts,contrast,no,0.86,d = .16,F Bosco,,1.0,https://osf.io/476wy/,PhD or equivalent,2011.0,Post-doc or Research Scientist,High Expertise,High Expertise,22.0,22.0,830.0,was of much higher quality than the original study,was much better than the average study,Extremely similar,Nationality of sample (Canadian undergraduates rather than American undergraduates),Not at all similar,Not at all similar,Slightly challenging,Results were moderately surprising,X,1.0,No data used was pre-existing,Social,71.0,F,is,1.0,68.0,5.52,<,0.02,0.021711499,0.021711499,,0.274010238,148.0,F,is,1.0,145.0,0.794,is,0.374,0.374369532,0.374369532,,0.073797292,,between ANOVA using planned orthogonal contrasts,between ANOVA using planned orthogonal contrasts,,1.0,0.0,1.0,68.0,145.0,0.139744999,0.0,1.0
64.0,The effect of global versus local processing styles on assimilation versus contrast in social judgment,"J F_rster, N Liberman, S Kuschel",JPSP,94.0,4.0,579-99,https://osf.io/mxryb/,"Association Learning, Attention, Concept Formation, Dominance, Cerebral, Female, Field Dependence-Independence, Generalization (Psychology), Gestalt Theory, Humans, Judgment, Male, Pattern Recognition, Visual, Psychomotor Performance, Self Concept, Social Identification, Social Perception, Time Perception",3.0,1.0,F_rster,7354.0,University of Amsterdam,Liberman,12768.0,Tel Aviv University,Reinhard,49.0,University of Virginia,Reinhard,49.0,University of Virginia,113.0,,3.43,2.95,4.36,4.36,5.0,Social,1.0,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,D Reinhard,8/15/14,1-6-2015,J Cohoon,1,"F(2, 76) = 21.57",82,<.0001,,,ANOVA,interaction,processing style (global versus local versus control) did influence the impact of the prime (agressive versus neutral) on participantsÍ ratings of JohnÍs behavior (how agressive),__p^2 = .362,,21,27,31,Complete,128.0,0.95,2,B Kleinberg,"F(2, 65) = 0.865",71.0,0.426,same,,ANOVA,interaction,no,0.99,__p^2 = 0.0259,L Lazarevic,,1.0,https://osf.io/h2r9c/,Master's degree or equivalent,2014.0,PhD student,Some Expertise,Some Expertise,4.0,4.0,45.0,was about the same quality as the original study,was about the same as the average study,Extremely similar,We used different stimuli to induce the cognitive processing style.,Slightly similar,Slightly similar,Moderately challenging,Results were moderately surprising,X,1.0,No data used was pre-existing,Social,82.0,F,is,2.0,76.0,21.57,<,0.0001,3.81e-08,3.81e-08,,0.425496777,71.0,F,is,2.0,65.0,0.865,is,0.426,0.425841059,0.425841059,,0.11385379,,ANOVA,ANOVA,,1.0,0.0,1.0,76.0,65.0,,0.0,
65.0,Not so innocent Does seeing ones own capacity for wrongdoing predict forgiveness?,"JJ Exline, RF Baumeister, AL Zell, AJ Kraft, CV Witvliet",JPSP,94.0,3.0,495-515,https://osf.io/imrx2/,"Adolescent, Adult, Anger [physiology], Attitude, Empathy, Female, Group Processes, Guilt, Humans, Individuality, Interpersonal Relations, Male, Mental Recall [physiology], Motivation, Sex Factors, Social Behavior, Social Perception, Students [psychology]",5.0,2.0,Exline,3624.0,Case Western Reserve University,Baumeister,84112.0,Florida State University,Lin,0.0,Stanford University,Frank,1965.0,Stanford University,81.0,,2.68,3.66,6.54,6.54,7.0,Social,1.0,Collected themselves,No expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.6,4.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,S Lin,1-1-2012,5-10-2012,M Frank,7,"F(1, 41) = 9.40",45,<.01,,,ANOVA,interaction,subtle priming (simply asking participants questions about their empathic understanding and personal capability of similar transgressions) can reduce menÍs feelings of vengefulness (but not women's),__p^2 = .186,,37,48,59,Complete,140.0,0.99,1,S Gripshover,"F(1, 131)=.018",135.0,0.89,same,,ANOVA,interaction,no,0.99,__p^2= .001,S Koleva,,1.0,https://osf.io/jfigk/,PhD or equivalent,2010.0,Associate Professor (or equivalent),Slight Expertise,Some Expertise,80.0,32.0,1995.0,was about the same quality as the original study,was about the same as the average study,Very similar,The population was more asian/asian-american. ,Somewhat similar,Moderately similar,Not at all challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Developmental,45.0,F,is,1.0,41.0,9.4,<,0.01,0.003830676,0.003830676,,0.431865646,135.0,F,is,1.0,131.0,0.018,is,0.89,0.893478732,0.893478732,,0.011721165,,2x2 ANOVA,2x2 ANOVA,,1.0,0.0,1.0,41.0,131.0,0.117713724,0.0,0.0
68.0,Why people are reluctant to tempt fate,"JL Risen, T Gilovich",JPSP,95.0,2.0,293-307,https://osf.io/sg3su/,"Culture, Female, Humans, Intuition, Judgment, Male, Motivation, Negativism, Probability, Social Environment",2.0,2.0,Risen,795.0,University of Chicago,Gilovich,16229.0,Cornell University,Mathur,55.0,Stanford University,Frank,1965.0,Stanford University,59.0,,4.71,5.56,6.54,6.54,6.0,Social,1.0,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,4.0,5.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,M Mathur,1-1-2012,3/15/12,M Mathur,6,"F(1, 116) = 4.15",122,<.05,,,ANOVA,interaction,"significant interaction between behavior and load, such that the presence of cognitive load increased the effect of tempting fate vs. not",__p^2 = 0.035,,230,300,400,Complete,230.0,0.8,2,M Frank,"F(1, 222) = 0.002",226.0,0.961,same,,ANOVA,interaction,No,0.8,__p^2= .000,M Frank,,1.0,https://osf.io/itc9q/,PhD or equivalent,2010.0,Associate Professor (or equivalent),Slight Expertise,Slight Expertise,80.0,32.0,1995.0,was about the same quality as the original study,was about the same as the average study,Somewhat similar,"The main differences from the original study are in the sampling frame (Turkers rather than undergraduates) and questionnaire administration (online rather than on paper). The original questionnaire wording and format will be replicated exactly. The authors raised the concern that the scenario given in the questionnaire (about to being in a lecture class) may be more relatable to undergraduates than to other, non-student demographics. If so, theoretically, the effect of tempting fate could be attenuated. Potentially, also, our subjects could exhibit floor or ceiling effects not seen in the original sample if they perceive a substantially lower or higher baseline probability of being called on in class. An additional problem suggested by the authors is the possibility that an online environment may not allow adequate control of cognitive load, since participants are likely to have more environmental distractions than they would in a traditional lab setting. Rand (2011) echo this concern in a review on the strengths and limitations of using crowdsourcing for psychology research.",Not at all similar,Not at all similar,Not at all challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Developmental,122.0,F,is,1.0,116.0,4.15,<,0.05,0.043910406,0.043910406,,0.185849827,226.0,F,is,1.0,222.0,0.002,is,0.961,0.964369609,0.964369609,,0.003001488,,2x2 ANOVA,ANOVA,,1.0,0.0,1.0,116.0,222.0,0.066331436,0.0,0.0
69.0,The nonverbal expression of pride Evidence for crosscultural recognition,"JL Tracy, RW Robins",JPSP,94.0,3.0,516-30,https://osf.io/qthf2/,"Adult, Affect [physiology], Africa, Western, Aged, Anger [physiology], Cross-Cultural Comparison, Emotions [physiology], Ethnic Groups [psychology], Facial Expression, Fear [psychology], Female, Happiness, Humans, Italy, Male, Middle Aged, Nonverbal Communication [psychology], Recognition (Psychology) [physiology], Self Concept, Shame, Social Behavior, Students, United States",2.0,1.0,Tracy,4719.0,University of British Columbia,Robins,16532.0,UC Davis,Sullivan,271.0,Coventry University,Sullivan,271.0,Coventry University,131.0,,3.67,3.83,1.92,1.92,4.0,Social,1.0,Collected themselves,No expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.6,3.4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,G Sullivan,6-3-2014,1/27/15,J Cohoon,4,X,211,<.05,,2.0,binomial test,binomial test,"participants recognized conveyed emotions as pride at an above chance level, no matter what culture the target represented",Av. Proportion = 0.78,,96,114,150,Complete,211.0,0.99,1,B Kleinberg,X,333.0,0.05,same,2.0,binomial test,binomial test,yes,0.99,Av. proportion 0.77,C Christopherson,,1.0,https://osf.io/k7huw/,PhD or equivalent,2000.0,Associate Professor (or equivalent),Moderate Expertise,Some Expertise,60.0,45.0,264.0,was of moderately higher quality than the original study,was better than the average study,Moderately similar,"Our sample had many more international than local caucasian students from the United Kingdom. This meant greater cultural diversity as we had caucasian, asian, african and arabic participants. Consideration of the ethnic group of the participants in the design of a future study could address issues such as whether particular ethnic groups not only recognize but evaluate the expressions labelled as pride by Tracy and Robins (and recognised by an American student sample) as pride and not arrogance or contempt (or happiness/self-satisfaction). The other key variation was that we presented the experiment materials on a desktop computer screen rather than using a large projector onto a screen. Once identified participants could move to the next image rather than be required to watch each static image for 30 seconds (which may have been done because the images were presented to groups by Tracy & Robins?). The size of image may have made specific differences slightly more difficult to judge. However, many people are used to judging emotions and recognizing them reading online newspapers, for example. It also wasn't clear from the Tracy and Robins (2008) study 4 whether they presented the images on the projector to random groups (e.g., in a lab class type setting) rather than individuals. If the former was the case, then our study has the advantage of randomizing order and target ethnicity and gender to individuals rather than blocks of participants.",Virtually identical,Moderately similar,Moderately challenging,Results were somewhat surprising,X,2.0,No data used was pre-existing,Social,211.0,Chi,,,,,<,0.05,1e-06,1e-06,,,333.0,Chi,,333.0,,,is,0.05,1e-06,1e-06,,,,binomial test,binomial test,,1.0,1.0,1.0,211.0,333.0,,,
